,,,,,,,,,,,,,,Performance,,,,,,,Standard,,,,,,,,
Rk,Player,Gls,Sh,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos.,HOME/AWAY
121,Joe Rothwell,0,0,11/6/2021,26-299,eng ENG,Blackburn,,Sheffield Utd,eng Championship,W 3-1,N,13,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
122,Joe Rothwell,0,2,1/2/2022,26-356,eng ENG,Blackburn,,Huddersfield,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,25.4,1,MF,HOME
123,Joe Rothwell,0,1,12/18/2021,26-341,eng ENG,Blackburn,,Birmingham City,eng Championship,W 4-0,Y,74,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,12.8,0,MF,HOME
124,Joe Rothwell,0,1,4/30/2022,27-109,eng ENG,Blackburn,,Bournemouth,eng Championship,L 0-3,Y,59,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.8,0,MF,HOME
125,Joe Rothwell,0,0,11/3/2021,26-296,eng ENG,Blackburn,,Fulham,eng Championship,L 0-7,Y,61,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
126,Joe Rothwell,0,1,9/11/2021,26-243,eng ENG,Blackburn,,Luton Town,eng Championship,D 2-2,Y,79,0,0,0,0,0,0,0,1,0.00,,0,0.0,25.7,0,MF,HOME
127,Joe Rothwell,0,0,3/12/2022,27-060,eng ENG,Blackburn,,Bristol City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
128,Joe Rothwell,0,0,3/8/2022,27-056,eng ENG,Blackburn,,Millwall,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
129,Joe Rothwell,0,0,4/9/2022,27-088,eng ENG,Blackburn,,Blackpool,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
130,Joe Rothwell,0,0,9/25/2021,26-257,eng ENG,Blackburn,,Cardiff City,eng Championship,W 5-1,Y,82,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
131,Joe Rothwell,0,1,12/4/2021,26-327,eng ENG,Blackburn,,Preston,eng Championship,W 1-0,Y,84,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.7,0,MF,HOME
132,Joe Rothwell,0,3,8/7/2021,26-208,eng ENG,Blackburn,,Swansea City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,24.0,1,MF,HOME
133,Joe Rothwell,0,0,8/21/2021,26-222,eng ENG,Blackburn,,West Brom,eng Championship,L 1-2,Y,77,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
134,Joe Rothwell,0,2,3/15/2022,27-063,eng ENG,Blackburn,,Derby County,eng Championship,W 3-1,Y,90,0,1,1,0,0,0,0,2,0.00,,0,0.0,38.8,0,MF,HOME
135,Joe Rothwell,0,0,4/18/2022,27-097,eng ENG,Blackburn,,Stoke City,eng Championship,L 0-1,N,45,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
136,Lewis Baker,0,1,9/14/2024,29-142,eng ENG,Blackburn,,Bristol City,eng Championship,W 3-0,Y,70,0,0,0,0,0,0,0,1,0.00,,0,0.0,8.5,0,"MF,FW",HOME
137,Lewis Baker,0,3,1/4/2025,29-254,eng ENG,Blackburn,,Burnley,eng Championship,L 0-1,Y,81,0,0,0,0,0,0,0,3,0.00,,0,0.0,11.1,0,"MF,FW",HOME
138,Lewis Baker,0,3,12/29/2024,29-248,eng ENG,Blackburn,,Hull City,eng Championship,L 0-1,Y,75,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,22.1,0,"MF,FW",HOME
139,Lewis Baker,0,1,12/26/2024,29-245,eng ENG,Blackburn,,Sunderland,eng Championship,D 2-2,Y,77,0,0,0,0,0,0,0,1,0.00,,0,0.0,23.5,0,"MF,FW",HOME
140,Lewis Baker,0,0,10/19/2024,29-177,eng ENG,Blackburn,,Swansea City,eng Championship,W 1-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",HOME
141,Thomas Kaminski,0,0,11/24/2021,29-032,be BEL,Blackburn,,P'borough Utd,eng Championship,W 4-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
142,Thomas Kaminski,0,0,9/14/2021,28-326,be BEL,Blackburn,,Hull City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
143,Thomas Kaminski,0,0,12/29/2021,29-067,be BEL,Blackburn,,Barnsley,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
144,Thomas Kaminski,0,0,1/2/2022,29-071,be BEL,Blackburn,,Huddersfield,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
145,Thomas Kaminski,0,0,11/6/2021,29-014,be BEL,Blackburn,,Sheffield Utd,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
146,Thomas Kaminski,0,0,12/18/2021,29-056,be BEL,Blackburn,,Birmingham City,eng Championship,W 4-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
147,Thomas Kaminski,0,0,11/3/2021,29-011,be BEL,Blackburn,,Fulham,eng Championship,L 0-7,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
148,Thomas Kaminski,0,0,8/27/2022,29-308,be BEL,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
149,Thomas Kaminski,0,0,9/11/2021,28-323,be BEL,Blackburn,,Luton Town,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
150,Thomas Kaminski,0,0,2/26/2022,29-126,be BEL,Blackburn,,QPR,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
151,Thomas Kaminski,0,0,9/13/2022,29-325,be BEL,Blackburn,,Watford,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
152,Thomas Kaminski,0,0,9/25/2021,28-337,be BEL,Blackburn,,Cardiff City,eng Championship,W 5-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
153,Thomas Kaminski,0,0,10/18/2022,29-360,be BEL,Blackburn,,Sunderland,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
154,Thomas Kaminski,0,0,1/24/2022,29-093,be BEL,Blackburn,,Middlesbrough,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
155,Thomas Kaminski,0,0,8/14/2022,29-295,be BEL,Blackburn,,West Brom,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
156,Thomas Kaminski,0,0,4/18/2022,29-177,be BEL,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
157,Thomas Kaminski,0,0,1/1/2023,30-070,be BEL,Blackburn,,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
158,Thomas Kaminski,0,0,3/12/2022,29-140,be BEL,Blackburn,,Bristol City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
159,Thomas Kaminski,0,0,11/5/2022,30-013,be BEL,Blackburn,,Huddersfield,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
160,Thomas Kaminski,0,0,3/8/2022,29-136,be BEL,Blackburn,,Millwall,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
161,Thomas Kaminski,0,0,7/30/2022,29-280,be BEL,Blackburn,,QPR,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
162,Thomas Kaminski,0,0,4/9/2022,29-168,be BEL,Blackburn,,Blackpool,eng Championship,D 1-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,GK,HOME
163,Thomas Kaminski,0,0,10/8/2022,29-350,be BEL,Blackburn,,Rotherham Utd,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
164,Thomas Kaminski,0,0,4/30/2022,29-189,be BEL,Blackburn,,Bournemouth,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
165,Thomas Kaminski,0,0,10/1/2022,29-343,be BEL,Blackburn,,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
166,Thomas Kaminski,0,0,10/22/2022,29-364,be BEL,Blackburn,,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
167,Thomas Kaminski,0,0,10/16/2021,28-358,be BEL,Blackburn,,Coventry City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
168,Thomas Kaminski,0,0,9/3/2022,29-315,be BEL,Blackburn,,Bristol City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
169,Thomas Kaminski,0,0,8/7/2021,28-288,be BEL,Blackburn,,Swansea City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
170,Thomas Kaminski,0,0,12/29/2022,30-067,be BEL,Blackburn,,Middlesbrough,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
171,Thomas Kaminski,0,0,2/9/2022,29-109,be BEL,Blackburn,,Nott'ham Forest,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
172,Thomas Kaminski,0,0,10/23/2021,29-000,be BEL,Blackburn,,Reading,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
173,Thomas Kaminski,0,0,8/21/2021,28-302,be BEL,Blackburn,,West Brom,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
174,Thomas Kaminski,0,0,3/15/2022,29-143,be BEL,Blackburn,,Derby County,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
175,Thomas Kaminski,0,0,12/10/2022,30-048,be BEL,Blackburn,,Preston,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,HOME
176,Darragh Lenihan,0,1,8/7/2021,27-144,ie IRL,Blackburn,,Swansea City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,7.3,0,DF,HOME
177,Darragh Lenihan,0,1,3/12/2022,27-361,ie IRL,Blackburn,,Bristol City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,8.9,0,DF,HOME
178,Darragh Lenihan,0,1,2/26/2022,27-347,ie IRL,Blackburn,,QPR,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,14.4,0,DF,HOME
179,Darragh Lenihan,0,0,3/15/2022,27-364,ie IRL,Blackburn,,Derby County,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
180,Darragh Lenihan,0,0,9/11/2021,27-179,ie IRL,Blackburn,,Luton Town,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
181,Darragh Lenihan,0,0,4/30/2022,28-045,ie IRL,Blackburn,,Bournemouth,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
182,Darragh Lenihan,0,2,3/8/2022,27-357,ie IRL,Blackburn,,Millwall,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,21.2,0,DF,HOME
183,Darragh Lenihan,0,3,12/18/2021,27-277,ie IRL,Blackburn,,Birmingham City,eng Championship,W 4-0,Y,90,0,1,1,0,0,0,0,3,0.00,,0,0.0,10.0,0,DF,HOME
184,Darragh Lenihan,0,1,11/3/2021,27-232,ie IRL,Blackburn,,Fulham,eng Championship,L 0-7,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,8.4,0,DF,HOME
185,Darragh Lenihan,0,0,10/23/2021,27-221,ie IRL,Blackburn,,Reading,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
186,Darragh Lenihan,0,0,9/14/2021,27-182,ie IRL,Blackburn,,Hull City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
187,Darragh Lenihan,0,0,9/25/2021,27-193,ie IRL,Blackburn,,Cardiff City,eng Championship,W 5-1,Y,55,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
188,Darragh Lenihan,0,2,8/21/2021,27-158,ie IRL,Blackburn,,West Brom,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,10.5,0,DF,HOME
189,Darragh Lenihan,0,0,4/9/2022,28-024,ie IRL,Blackburn,,Blackpool,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
190,Darragh Lenihan,0,1,12/29/2021,27-288,ie IRL,Blackburn,,Barnsley,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.3,0,DF,HOME
191,Darragh Lenihan,0,2,1/2/2022,27-292,ie IRL,Blackburn,,Huddersfield,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,16.9,0,DF,HOME
192,Darragh Lenihan,0,0,2/9/2022,27-330,ie IRL,Blackburn,,Nott'ham Forest,eng Championship,L 0-2,Y,52,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
193,Darragh Lenihan,0,1,10/16/2021,27-214,ie IRL,Blackburn,,Coventry City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.0,0,DF,HOME
194,Darragh Lenihan,0,2,1/24/2022,27-314,ie IRL,Blackburn,,Middlesbrough,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,9.0,0,DF,HOME
195,Darragh Lenihan,0,0,12/4/2021,27-263,ie IRL,Blackburn,,Preston,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
196,Darragh Lenihan,0,0,11/6/2021,27-235,ie IRL,Blackburn,,Sheffield Utd,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
197,Darragh Lenihan,0,0,4/18/2022,28-033,ie IRL,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
198,Clinton Mola,0,0,9/13/2022,21-182,eng ENG,Blackburn,,Watford,eng Championship,W 2-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
199,Clinton Mola,0,0,12/10/2022,21-270,eng ENG,Blackburn,,Preston,eng Championship,L 1-4,N,83,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
200,Clinton Mola,0,0,10/8/2022,21-207,eng ENG,Blackburn,,Rotherham Utd,eng Championship,W 3-0,N,11,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
201,Tyler Morton,0,1,12/10/2022,20-040,eng ENG,Blackburn,,Preston,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.3,0,MF,HOME
202,Tyler Morton,0,0,12/29/2022,20-059,eng ENG,Blackburn,,Middlesbrough,eng Championship,L 1-2,Y,65,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
203,Tyler Morton,0,1,2/6/2023,20-098,eng ENG,Blackburn,,Wigan Athletic,eng Championship,D 0-0,N,29,0,0,0,0,0,0,0,1,0.00,,0,0.0,29.9,1,MF,HOME
204,Tyler Morton,0,1,4/15/2023,20-166,eng ENG,Blackburn,,Hull City,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.2,0,MF,HOME
205,Tyler Morton,0,0,10/1/2022,19-335,eng ENG,Blackburn,,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
206,Tyler Morton,0,2,11/5/2022,20-005,eng ENG,Blackburn,,Huddersfield,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,22.8,0,MF,HOME
207,Tyler Morton,0,0,9/3/2022,19-307,eng ENG,Blackburn,,Bristol City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
208,Tyler Morton,0,0,1/1/2023,20-062,eng ENG,Blackburn,,Cardiff City,eng Championship,W 1-0,Y,87,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
209,Tyler Morton,0,0,10/8/2022,19-342,eng ENG,Blackburn,,Rotherham Utd,eng Championship,W 3-0,Y,86,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
210,Tyler Morton,0,0,10/22/2022,19-356,eng ENG,Blackburn,,Birmingham City,eng Championship,W 2-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,MF,HOME
211,Tyler Morton,0,1,2/21/2023,20-113,eng ENG,Blackburn,,Blackpool,eng Championship,W 1-0,N,13,0,0,0,0,0,0,0,1,0.00,,0,0.0,11.7,0,MF,HOME
212,Tyler Morton,0,0,3/15/2023,20-135,eng ENG,Blackburn,,Reading,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
213,Tyler Morton,0,1,8/14/2022,19-287,eng ENG,Blackburn,,West Brom,eng Championship,W 2-1,N,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,28.2,0,MF,HOME
214,Tyler Morton,0,0,10/18/2022,19-352,eng ENG,Blackburn,,Sunderland,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
215,Tyler Morton,0,0,9/13/2022,19-317,eng ENG,Blackburn,,Watford,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
216,Tyler Morton,0,0,4/19/2023,20-170,eng ENG,Blackburn,,Coventry City,eng Championship,D 1-1,N,7,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
217,Tyler Morton,0,2,8/27/2022,19-300,eng ENG,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,35.0,0,MF,HOME
218,Tyler Morton,0,0,4/7/2023,20-158,eng ENG,Blackburn,,Norwich City,eng Championship,L 0-2,Y,72,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
219,Daniel Ayala,0,1,10/23/2021,30-350,es ESP,Blackburn,,Reading,eng Championship,W 2-0,Y,38,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,13.7,0,DF,HOME
220,Daniel Ayala,0,0,12/29/2022,32-052,es ESP,Blackburn,,Middlesbrough,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
221,Daniel Ayala,0,0,10/16/2021,30-343,es ESP,Blackburn,,Coventry City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
222,Daniel Ayala,0,0,10/1/2022,31-328,es ESP,Blackburn,,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
223,Daniel Ayala,0,1,11/5/2022,31-363,es ESP,Blackburn,,Huddersfield,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.4,0,DF,HOME
224,Daniel Ayala,0,0,1/1/2023,32-055,es ESP,Blackburn,,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
225,Daniel Ayala,0,1,7/30/2022,31-265,es ESP,Blackburn,,QPR,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,28.8,0,DF,HOME
226,Daniel Ayala,0,2,10/8/2022,31-335,es ESP,Blackburn,,Rotherham Utd,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,14.2,0,DF,HOME
227,Daniel Ayala,0,1,8/7/2021,30-273,es ESP,Blackburn,,Swansea City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,6.0,0,DF,HOME
228,Daniel Ayala,0,1,2/21/2023,32-106,es ESP,Blackburn,,Blackpool,eng Championship,W 1-0,Y,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,10.9,0,DF,HOME
229,Daniel Ayala,0,0,8/21/2021,30-287,es ESP,Blackburn,,West Brom,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
230,Daniel Ayala,0,0,8/14/2022,31-280,es ESP,Blackburn,,West Brom,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
231,Daniel Ayala,0,1,9/25/2021,30-322,es ESP,Blackburn,,Cardiff City,eng Championship,W 5-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,9.5,0,DF,HOME
232,Daniel Ayala,0,2,9/13/2022,31-310,es ESP,Blackburn,,Watford,eng Championship,W 2-0,Y,90,0,1,1,0,0,0,0,2,0.00,,0,0.0,12.6,0,DF,HOME
233,Daniel Ayala,0,0,9/11/2021,30-308,es ESP,Blackburn,,Luton Town,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
234,Daniel Ayala,0,0,8/27/2022,31-293,es ESP,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
235,Daniel Ayala,0,0,11/24/2021,31-017,es ESP,Blackburn,,P'borough Utd,eng Championship,W 4-0,Y,26,0,0,0,0,0,0,0,0,,,0,,,0,DF,HOME
236,Lewis Travis,0,0,1/2/2022,24-078,eng ENG,Blackburn,,Huddersfield,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,HOME
237,Lewis Travis,0,0,12/10/2022,25-055,eng ENG,Blackburn,,Preston,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
238,Lewis Travis,0,1,2/6/2023,25-113,eng ENG,Blackburn,,Wigan Athletic,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,14.8,0,"MF,DF",HOME
239,Lewis Travis,0,1,12/29/2022,25-074,eng ENG,Blackburn,,Middlesbrough,eng Championship,L 1-2,N,25,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.0,0,"MF,DF",HOME
240,Lewis Travis,0,0,4/15/2023,25-181,eng ENG,Blackburn,,Hull City,eng Championship,D 0-0,Y,83,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
241,Lewis Travis,0,0,2/18/2023,25-125,eng ENG,Blackburn,,Swansea City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
242,Lewis Travis,0,0,9/3/2022,24-322,eng ENG,Blackburn,,Bristol City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
243,Lewis Travis,0,0,10/1/2022,24-350,eng ENG,Blackburn,,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
244,Lewis Travis,0,1,11/5/2022,25-020,eng ENG,Blackburn,,Huddersfield,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,26.4,0,"MF,DF",HOME
245,Lewis Travis,0,1,11/10/2023,26-025,eng ENG,Blackburn,,Preston,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,28.9,0,"MF,DF",HOME
246,Lewis Travis,0,0,1/1/2023,25-077,eng ENG,Blackburn,,Cardiff City,eng Championship,W 1-0,N,13,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
247,Lewis Travis,0,2,9/16/2023,25-335,eng ENG,Blackburn,,Middlesbrough,eng Championship,W 2-1,Y,75,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,17.3,0,"MF,DF",HOME
248,Lewis Travis,0,0,10/8/2022,24-357,eng ENG,Blackburn,,Rotherham Utd,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
249,Lewis Travis,0,0,10/22/2022,25-006,eng ENG,Blackburn,,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
250,Lewis Travis,0,0,12/23/2023,26-068,eng ENG,Blackburn,,Watford,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
251,Lewis Travis,0,1,5/1/2023,25-197,eng ENG,Blackburn,,Luton Town,eng Championship,D 1-1,Y,80,0,0,0,0,0,0,0,1,0.00,,0,0.0,15.9,0,"MF,DF",HOME
252,Lewis Travis,0,0,12/12/2023,26-057,eng ENG,Blackburn,,Bristol City,eng Championship,W 2-1,N,7,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
253,Lewis Travis,0,0,2/21/2023,25-128,eng ENG,Blackburn,,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
254,Lewis Travis,0,0,4/25/2023,25-191,eng ENG,Blackburn,,Burnley,eng Championship,L 0-1,Y,84,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
255,Lewis Travis,0,1,10/1/2023,25-350,eng ENG,Blackburn,,Leicester City,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,14.9,0,"MF,DF",HOME
256,Lewis Travis,0,0,3/15/2023,25-150,eng ENG,Blackburn,,Reading,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
257,Lewis Travis,0,0,3/4/2023,25-139,eng ENG,Blackburn,,Sheffield Utd,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
258,Lewis Travis,0,0,8/14/2022,24-302,eng ENG,Blackburn,,West Brom,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
259,Lewis Travis,0,1,9/20/2023,25-339,eng ENG,Blackburn,,Sunderland,eng Championship,L 1-3,Y,57,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,30.8,0,"MF,DF",HOME
260,Lewis Travis,0,0,9/13/2022,24-332,eng ENG,Blackburn,,Watford,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
261,Lewis Travis,0,0,4/19/2023,25-185,eng ENG,Blackburn,,Coventry City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
262,Lewis Travis,0,0,8/27/2022,24-315,eng ENG,Blackburn,,Stoke City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
263,Lewis Travis,0,0,4/7/2023,25-173,eng ENG,Blackburn,,Norwich City,eng Championship,L 0-2,Y,82,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",HOME
